"datetime","rows_in_bin","overall_completeness","hr_median","rr_median","temperature_median","temperature_calib_median","rmssd_median","hr_mean","rr_mean","temperature_mean","temperature_calib_mean","rmssd_mean","hr_missing_propn","rr_missing_propn","temperature_missing_propn","temperature_calib_missing_propn","rmssd_missing_propn"
"2025-07-15 05:00:00",300,1,68,19,36,38.9,33.5,68.3,19.5633333333333,36,38.9,35.26,0,0,0,0,0
"2025-07-15 05:05:00",300,1,68,19,36,38.9,39,68.3333333333333,18.7266666666667,36,38.9,48.12,0.02,0,0,0,0
"2025-07-15 05:10:00",300,1,65.5,18,36,38.9,40,65.7366666666667,17.66,36,38.9,41.2933333333333,0,0,0,0,0
"2025-07-15 05:15:00",300,1,66,18,36,38.9,64,67.1194539249147,17.31,36,38.9,64.56,0.0233333333333333,0,0,0,0
"2025-07-15 05:20:00",300,1,67,15,36,38.9,90,68.1388888888889,15.5566666666667,36,38.9,80.2166666666667,0.04,0,0,0,0
"2025-07-15 05:25:00",300,1,69,15,36,38.9,33,70.5265151515152,14.9833333333333,36,38.9,38.33,0.12,0,0,0,0
"2025-07-15 05:30:00",300,1,68,17,36,38.9,39.5,69.5084175084175,16.9,36,38.9,41.2133333333333,0.01,0,0,0,0
"2025-07-15 05:35:00",300,1,67,17,36,38.9,49,66.8813559322034,17.2866666666667,36,38.9,54.4466666666667,0.0166666666666667,0,0,0,0
"2025-07-15 05:40:00",300,1,66,19,36,38.9,37,66.2233333333333,18.67,36,38.9,36.38,0,0,0,0,0
"2025-07-15 05:45:00",300,1,68,18,36,38.9,39,67.7966101694915,17.7933333333333,36,38.9,40.6166666666667,0.0166666666666667,0,0,0,0
"2025-07-15 05:50:00",300,1,76,16,36,38.9,44,77.9090909090909,15.9266666666667,36,38.9,47.1766666666667,0.23,0,0,0,0
"2025-07-15 05:55:00",300,1,80,14,36,38.9,37,80.4018691588785,14.9,36,38.9,42.13,0.286666666666667,0,0,0,0
"2025-07-15 06:00:00",300,1,82,16,36,38.9,39,80.8901515151515,17.07,36,38.9,39.74,0.12,0,0,0,0
"2025-07-15 06:05:00",300,1,74,14,36,38.9,80,74.7971014492754,15.0433333333333,36,38.9,75.5366666666667,0.08,0,0,0,0
"2025-07-15 06:10:00",300,1,70,19,36,38.9,35,70.2,18.5566666666667,36,38.9,34.73,0,0,0,0,0
"2025-07-15 06:15:00",300,1,69,19,36,38.9,41,69.5,18.83,36,38.9,40.4266666666667,0,0,0,0,0
"2025-07-15 06:20:00",300,1,68,18,36,38.9,40,68.6266666666667,17.66,36,38.9,49.9766666666667,0,0,0,0,0
"2025-07-15 06:25:00",300,1,68,19,36,38.9,38,68.3084745762712,19.12,36.015,38.915,44.7166666666667,0.0166666666666667,0,0,0,0
"2025-07-15 06:30:00",300,1,74,17,36,38.9,76.5,73.6964285714286,17,36.0125,38.9125,61.1133333333333,0.0666666666666667,0,0,0,0
"2025-07-15 06:35:00",300,1,73,15,36,38.9,44,73.6842105263158,14.8566666666667,36.0011666666667,38.9011666666667,45.34,0.05,0,0,0,0
"2025-07-15 06:40:00",300,1,72,18,36,38.9,45.5,71.2203389830509,17.7933333333333,36.0398333333333,38.9398335533333,43.8166666666667,0.0166666666666667,0,0,0,0
"2025-07-15 06:45:00",300,1,72,13,36.5,39.4,52,73.1433691756272,13.4866666666667,36.4516666666667,39.3516673666667,56.34,0.07,0,0,0,0
"2025-07-15 06:50:00",300,1,72,14,36.275,39.175,56.5,72.5907335907336,13.5533333333333,36.321,39.22100058,68.38,0.136666666666667,0,0,0,0
"2025-07-15 06:55:00",300,1,68,13,36.4,39.300003,69,71.077519379845,13.0933333333333,36.4063333333333,39.3063337833333,80.4033333333333,0.14,0,0,0,0
"2025-07-15 07:00:00",300,1,67,14,36,38.9,45,67.056768558952,13.6066666666667,36.0075,38.9075,43.4966666666667,0.236666666666667,0,0,0,0
"2025-07-15 07:05:00",300,1,66,14,36,38.9,54,67.6913043478261,13.1333333333333,36.0523333333333,38.9523334333333,50.51,0.233333333333333,0,0,0,0
"2025-07-15 07:10:00",300,1,66,15,36,38.9,77,66.5812274368231,15.2466666666667,36.0026666666667,38.9026666666667,74.0566666666667,0.0766666666666667,0,0,0,0
"2025-07-15 07:15:00",300,1,64,15,36,38.9,49,64.45,15.03,36,38.9,50.1166666666667,0,0,0,0,0
"2025-07-15 07:20:00",300,1,65,15,36,38.9,47,65.8062283737024,14.8433333333333,36,38.9,52.18,0.0366666666666667,0,0,0,0
"2025-07-15 07:25:00",300,1,66,14,36,38.9,48,66.8033898305085,14.84,36,38.9,46.07,0.0166666666666667,0,0,0,0
"2025-07-15 07:30:00",300,1,67,15,36,38.9,47.5,68.4094202898551,14.27,36,38.9,53.3233333333333,0.08,0,0,0,0
"2025-07-15 07:35:00",300,1,70,18,36,38.9,36,70.1023890784983,17.63,36,38.9,61.2566666666667,0.0233333333333333,0,0,0,0
"2025-07-15 07:40:00",300,1,67,15,36,38.9,47,67.6170212765958,15.12,36,38.9,53.8833333333333,0.06,0,0,0,0
"2025-07-15 07:45:00",300,1,65,14,36,38.9,62,65.5618374558304,13.3266666666667,36,38.9,62.1433333333333,0.0566666666666667,0,0,0,0
"2025-07-15 07:50:00",300,1,65,12,36,38.9,78,65.86,12.7133333333333,36,38.9,78.2233333333333,0,0,0,0,0
"2025-07-15 07:55:00",300,1,65,15,36,38.9,50,65.226148409894,14.17,36,38.9,53.5966666666667,0.0566666666666667,0,0,0,0
"2025-07-15 08:00:00",300,1,66,14,36,38.9,48,66.6618705035971,14.2766666666667,36,38.9,46.69,0.0733333333333333,0,0,0,0
"2025-07-15 08:05:00",300,1,68,15,36,38.9,57.5,68.2244094488189,15.2466666666667,36,38.9,54.1133333333333,0.153333333333333,0,0,0,0
"2025-07-15 08:10:00",300,1,73,15,36,38.9,53,74.9595588235294,14.62,36,38.9,63.0833333333333,0.0933333333333333,0,0,0,0
"2025-07-15 08:15:00",300,1,68,13,36,38.9,91.5,68.1808118081181,13.08,36,38.9,88.2733333333333,0.0966666666666667,0,0,0,0
"2025-07-15 08:20:00",300,1,67,13,36,38.9,70,67.6273062730627,13.8866666666667,36,38.9,69.3866666666667,0.0966666666666667,0,0,0,0
"2025-07-15 08:25:00",300,1,68,12,36,38.9,55,68.4007092198582,12.71,36,38.9,52.69,0.06,0,0,0,0
"2025-07-15 08:30:00",300,1,71,13,36,38.9,57,71.2982456140351,12.9533333333333,36,38.9,58.37,0.05,0,0,0,0
"2025-07-15 08:35:00",300,1,70,15,36,38.9,49,70.6975088967972,14.7866666666667,36,38.9,64.34,0.0633333333333333,0,0,0,0
"2025-07-15 08:40:00",300,1,69,14,36,38.9,54,69.2344827586207,14.6566666666667,36,38.9,68.7566666666667,0.0333333333333333,0,0,0,0
"2025-07-15 08:45:00",300,1,69,13,36,38.9,55.5,68.6761133603239,14.1166666666667,36,38.9,54.7566666666667,0.176666666666667,0,0,0,0
"2025-07-15 08:50:00",300,1,67,13,36,38.9,58.5,67.3776978417266,12.7033333333333,36,38.9,78.16,0.0733333333333333,0,0,0,0
"2025-07-15 08:55:00",300,1,66,14,36,38.9,52,66.2342657342657,14.29,36,38.9,60.9433333333333,0.0466666666666667,0,0,0,0
"2025-07-15 09:00:00",83,1,66,15,36,38.9,50,68.6470588235294,15.8433734939759,36,38.9,53.9638554216867,0.180722891566265,0,0,0,0
